id,Y
50853,1
50854,1
50855,1
50856,1
50857,1
50858,1
50859,1
50860,0
50861,0
50862,0
50863,1
50864,0
50865,1
50866,1
50867,1
50868,1
50869,0
50870,1
50871,1
50872,1
50873,0
50874,1
50875,1
50876,1
50877,0
50878,1
50879,0
50880,1
50881,1
50882,0
50883,1
50884,1
50885,0
50886,1
50887,0
50888,1
50889,0
50890,1
50891,0
50892,1
50893,1
50894,0
50895,0
50896,0
50897,0
50898,1
50899,1
50900,1
50901,1
50902,0
50903,1
50904,1
50905,1
50906,0
50907,1
50908,1
50909,0
50910,1
50911,0
50912,1
50913,0
50914,1
50915,1
50916,0
50917,0
50918,1
50919,1
50920,0
50921,0
50922,1
50923,1
50924,0
50925,0
50926,0
50927,1
50928,0
50929,1
50930,0
50931,0
50932,1
50933,1
50934,1
50935,0
50936,1
50937,1
50938,1
50939,1
50940,0
50941,1
50942,1
50943,1
50944,0
50945,0
50946,1
50947,1
50948,1
50949,0
50950,1
50951,1
50952,1
50953,0
50954,1
50955,1
50956,0
50957,0
50958,1
50959,0
50960,0
50961,1
50962,1
50963,0
50964,0
50965,1
50966,0
50967,0
50968,1
50969,1
50970,0
50971,0
50972,0
50973,1
50974,0
50975,1
50976,1
50977,0
50978,1
50979,0
50980,0
50981,1
50982,0
50983,0
50984,1
50985,1
50986,1
50987,0
50988,0
50989,0
50990,1
50991,0
50992,0
50993,0
50994,0
50995,1
50996,0
50997,1
50998,1
50999,0
51000,0
51001,1
51002,0
51003,1
51004,1
51005,1
51006,1
51007,1
51008,1
51009,0
51010,1
51011,0
51012,0
51013,1
51014,1
51015,1
51016,1
51017,0
51018,0
51019,1
51020,1
51021,1
51022,1
51023,1
51024,1
51025,1
51026,0
51027,0
51028,0
51029,0
51030,0
51031,0
51032,0
51033,0
51034,1
51035,0
51036,0
51037,1
51038,1
51039,0
51040,1
51041,1
51042,1
51043,0
51044,0
51045,0
51046,0
51047,1
51048,1
51049,1
51050,1
51051,1
51052,0
51053,0
51054,1
51055,0
51056,1
51057,0
51058,1
51059,1
51060,1
51061,1
51062,1
51063,0
51064,1
51065,0
51066,0
51067,1
51068,0
51069,1
51070,1
51071,1
51072,0
51073,1
51074,0
51075,1
51076,1
51077,0
51078,1
51079,0
51080,1
51081,1
51082,1
51083,1
51084,1
51085,0
51086,0
51087,1
51088,1
51089,0
51090,0
51091,0
51092,0
51093,0
51094,0
51095,1
51096,0
51097,1
51098,1
51099,1
51100,1
51101,1
51102,0
51103,1
51104,1
51105,0
51106,0
51107,0
51108,1
51109,1
51110,1
51111,1
51112,0
51113,0
51114,0
51115,0
51116,1
51117,0
51118,0
51119,0
51120,0
51121,1
51122,1
51123,0
51124,0
51125,0
51126,0
51127,0
51128,0
51129,1
51130,0
51131,0
51132,0
51133,1
51134,0
51135,0
51136,0
51137,1
51138,0
51139,1
51140,1
51141,1
51142,0
51143,1
51144,1
51145,0
51146,1
51147,0
51148,0
51149,1
51150,0
51151,1
51152,0
51153,0
51154,1
51155,1
51156,1
51157,0
51158,0
51159,0
51160,0
51161,0
51162,1
51163,0
51164,0
51165,1
51166,1
51167,1
51168,1
51169,1
51170,1
51171,1
51172,1
51173,0
51174,1
51175,0
51176,0
51177,1
51178,0
51179,0
51180,1
51181,1
51182,1
51183,0
51184,1
51185,0
51186,0
51187,0
51188,0
51189,0
51190,0
51191,1
51192,0
51193,0
51194,1
51195,1
51196,1
51197,0
51198,0
51199,0
51200,1
51201,0
51202,1
51203,0
51204,1
51205,1
51206,1
51207,0
51208,1
51209,0
51210,0
51211,1
51212,1
51213,1
51214,1
51215,1
51216,1
51217,1
51218,1
51219,0
51220,1
51221,0
51222,1
51223,0
51224,1
51225,1
51226,1
51227,0
51228,1
51229,1
51230,0
51231,1
51232,1
51233,0
51234,0
51235,0
51236,0
51237,0
51238,1
51239,0
51240,0
51241,0
51242,0
51243,0
51244,0
51245,1
51246,0
51247,1
51248,1
51249,1
51250,1
51251,1
51252,1
51253,0
51254,1
51255,1
51256,0
51257,0
51258,0
51259,0
51260,1
51261,0
51262,1
51263,1
51264,0
51265,1
51266,0
51267,1
51268,0
51269,0
51270,0
51271,1
51272,1
51273,1
51274,0
51275,1
51276,1
51277,0
51278,1
51279,1
51280,0
51281,0
51282,0
51283,1
51284,1
51285,0
51286,0
51287,0
51288,0
51289,0
51290,0
51291,1
51292,0
51293,1
51294,1
51295,1
51296,1
51297,1
51298,1
51299,0
51300,1
51301,1
51302,0
51303,1
51304,0
51305,0
51306,0
51307,0
51308,1
51309,1
51310,1
51311,0
51312,1
51313,0
51314,1
51315,0
51316,0
51317,0
51318,1
51319,0
51320,0
51321,1
51322,1
51323,0
51324,1
51325,1
51326,1
51327,1
51328,0
51329,0
51330,1
51331,1
51332,0
51333,1
51334,0
51335,0
51336,1
51337,1
51338,1
51339,1
51340,1
51341,0
51342,1
51343,0
51344,1
51345,1
51346,0
51347,1
51348,0
51349,1
51350,0
51351,1
51352,1
51353,0
51354,1
51355,1
51356,0
51357,1
51358,1
51359,1
51360,1
51361,0
51362,0
51363,1
51364,1
51365,0
51366,1
51367,0
51368,1
51369,0
51370,1
51371,0
51372,0
51373,1
51374,1
51375,1
51376,0
51377,0
51378,0
51379,1
51380,0
51381,0
51382,0
51383,1
51384,1
51385,1
51386,0
51387,0
51388,1
51389,1
51390,0
51391,1
51392,0
51393,0
51394,0
51395,1
51396,1
51397,0
51398,1
51399,0
51400,1
51401,1
51402,1
51403,1
51404,1
51405,0
51406,0
51407,0
51408,0
51409,1
51410,1
51411,1
51412,0
51413,1
51414,0
51415,0
51416,1
51417,1
51418,0
51419,1
51420,0
51421,1
51422,1
51423,1
51424,0
51425,0
51426,1
51427,1
51428,0
51429,1
51430,1
51431,0
51432,1
51433,1
51434,0
51435,0
51436,0
51437,0
51438,0
51439,1
51440,1
51441,1
51442,0
51443,0
51444,1
51445,1
51446,1
51447,0
51448,1
51449,0
51450,1
51451,0
51452,0
51453,1
51454,1
51455,1
51456,1
51457,0
51458,0
51459,1
51460,1
51461,1
51462,1
51463,1
51464,0
51465,1
51466,1
51467,0
51468,0
51469,0
51470,0
51471,0
51472,1
51473,1
51474,0
51475,1
51476,0
51477,1
51478,0
51479,1
51480,0
51481,0
51482,0
51483,1
51484,1
51485,1
51486,1
51487,0
51488,0
51489,1
51490,0
51491,0
51492,0
51493,1
51494,1
51495,1
51496,0
51497,0
51498,1
51499,1
51500,0
51501,0
51502,1
51503,0
51504,1
51505,0
51506,1
51507,0
51508,0
51509,1
51510,0
51511,0
51512,0
51513,0
51514,1
51515,0
51516,1
51517,0
51518,1
51519,0
51520,1
51521,0
51522,1
51523,0
51524,1
51525,0
51526,0
51527,1
51528,1
51529,0
51530,0
51531,1
51532,1
51533,0
51534,0
51535,1
51536,1
51537,1
51538,1
51539,0
51540,1
51541,0
51542,0
51543,0
51544,1
51545,0
51546,0
51547,0
51548,0
51549,0
51550,1
51551,1
51552,1
51553,1
51554,0
51555,1
51556,1
51557,1
51558,1
51559,0
51560,1
51561,1
51562,1
51563,1
51564,1
51565,1
51566,1
51567,1
51568,1
51569,0
51570,0
51571,0
51572,1
51573,1
51574,1
51575,1
51576,0
51577,1
51578,0
51579,1
51580,1
51581,0
51582,1
51583,1
51584,1
51585,0
51586,0
51587,0
51588,0
51589,0
51590,1
51591,0
51592,0
51593,0
51594,0
51595,0
51596,1
51597,0
51598,1
51599,0
51600,1
51601,0
51602,0
51603,1
51604,1
51605,1
51606,0
51607,0
51608,0
51609,1
51610,1
51611,0
51612,0
51613,1
51614,1
51615,1
51616,0
51617,0
51618,0
51619,1
51620,1
51621,0
51622,0
51623,1
51624,0
51625,1
51626,1
51627,0
51628,1
51629,0
51630,1
51631,1
51632,1
51633,0
51634,1
51635,0
51636,1
51637,0
51638,1
51639,1
51640,0
51641,0
51642,0
51643,1
51644,1
51645,1
51646,0
51647,1
51648,1
51649,1
51650,1
51651,0
51652,1
51653,1
51654,1
51655,0
51656,0
51657,1
51658,1
51659,0
51660,1
51661,0
51662,0
51663,0
51664,1
51665,0
51666,0
51667,0
51668,1
51669,0
51670,0
51671,0
51672,0
51673,1
51674,1
51675,1
51676,0
51677,1
51678,0
51679,0
51680,0
51681,1
51682,0
51683,1
51684,1
51685,1
51686,1
51687,1
51688,0
51689,0
51690,0
51691,0
51692,0
51693,0
51694,1
51695,0
51696,1
51697,0
51698,1
51699,1
51700,0
51701,1
51702,1
51703,1
51704,1
51705,1
51706,0
51707,1
51708,1
51709,1
51710,1
51711,0
51712,0
51713,1
51714,1
51715,1
51716,0
51717,1
51718,1
51719,1
51720,1
51721,1
51722,0
51723,0
51724,0
51725,1
51726,0
51727,1
51728,1
51729,1
51730,0
51731,1
51732,1
51733,0
51734,0
51735,1
51736,1
51737,1
51738,1
51739,1
51740,1
51741,1
51742,1
51743,1
51744,0
51745,0
51746,1
51747,1
51748,1
51749,1
51750,1
51751,1
51752,1
51753,0
51754,1
51755,0
51756,0
51757,0
51758,1
51759,0
51760,0
51761,1
51762,0
51763,1
51764,1
51765,0
51766,0
51767,1
51768,1
51769,0
51770,0
51771,0
51772,1
51773,1
51774,0
51775,0
51776,1
51777,0
51778,0
51779,0
51780,0
51781,0
51782,1
51783,0
51784,0
51785,1
51786,0
51787,1
51788,1
51789,1
51790,0
51791,0
51792,0
51793,0
51794,0
51795,1
51796,0
51797,1
51798,1
51799,0
51800,0
51801,0
51802,1
51803,0
51804,1
51805,1
51806,1
51807,0
51808,1
51809,0
51810,1
51811,1
51812,0
51813,1
51814,0
51815,0
51816,1
51817,1
51818,0
51819,1
51820,0
51821,0
51822,0
51823,1
51824,1
51825,0
51826,0
51827,1
51828,0
51829,1
51830,1
51831,1
51832,1
51833,0
51834,1
51835,1
51836,1
51837,1
51838,1
51839,0
51840,1
51841,1
51842,1
51843,0
51844,1
51845,1
51846,0
51847,1
51848,0
51849,1
51850,1
51851,1
51852,1
51853,1
51854,1
51855,0
51856,0
51857,1
51858,0
51859,0
51860,0
51861,0
51862,1
51863,0
51864,1
51865,0
51866,1
51867,1
51868,1
51869,0
51870,1
51871,0
51872,1
51873,1
51874,0
51875,1
51876,1
51877,1
51878,1
51879,1
51880,1
51881,1
51882,1
51883,0
51884,1
51885,0
51886,0
51887,0
51888,1
51889,1
51890,0
51891,0
51892,1
51893,1
51894,0
51895,0
51896,0
51897,1
51898,1
51899,0
51900,1
51901,0
51902,1
51903,1
51904,0
51905,0
51906,0
51907,0
51908,0
51909,1
51910,1
51911,0
51912,1
51913,0
51914,1
51915,0
51916,1
51917,1
51918,0
51919,1
51920,1
51921,1
51922,1
51923,1
51924,1
51925,1
51926,1
51927,0
51928,1
51929,0
51930,0
51931,1
51932,1
51933,1
51934,1
51935,1
51936,0
51937,1
51938,1
51939,1
51940,1
51941,0
51942,1
51943,1
51944,0
51945,0
51946,0
51947,1
51948,0
51949,0
51950,1
51951,1
51952,1
51953,0
51954,0
51955,0
51956,0
51957,0
51958,1
51959,1
51960,0
51961,0
51962,1
51963,1
51964,1
51965,0
51966,0
51967,0
51968,0
51969,1
51970,1
51971,0
51972,0
51973,0
51974,1
51975,0
51976,1
51977,1
51978,0
51979,0
51980,0
51981,1
51982,1
51983,0
51984,1
51985,0
51986,1
51987,0
51988,1
51989,0
51990,0
51991,0
51992,0
51993,0
51994,0
51995,0
51996,1
51997,1
51998,0
51999,1
52000,1
52001,0
52002,0
52003,0
52004,1
52005,0
52006,1
52007,0
52008,1
52009,1
52010,1
52011,1
52012,0
52013,0
52014,0
52015,1
52016,1
52017,1
52018,1
52019,1
52020,1
52021,0
52022,1
52023,0
52024,0
52025,1
52026,1
52027,1
52028,0
52029,0
52030,0
52031,0
52032,0
52033,0
52034,1
52035,0
52036,1
52037,1
52038,1
52039,1
52040,1
52041,1
52042,1
52043,0
52044,1
52045,1
52046,0
52047,0
52048,0
52049,0
52050,0
52051,0
52052,0
52053,1
52054,0
52055,0
52056,0
52057,1
52058,0
52059,1
52060,1
52061,1
52062,0
52063,0
52064,1
52065,0
52066,0
52067,0
52068,1
52069,0
52070,1
52071,0
52072,1
52073,0
52074,1
52075,0
52076,1
52077,1
52078,1
52079,1
52080,1
52081,0
52082,1
52083,1
52084,0
52085,0
52086,1
52087,0
52088,1
52089,0
52090,1
52091,1
52092,1
52093,1
52094,1
52095,0
52096,1
52097,0
52098,1
52099,1
52100,1
52101,0
52102,1
52103,1
52104,1
52105,1
52106,1
52107,0
52108,0
52109,1
52110,1
52111,1
52112,1
52113,1
52114,0
52115,1
52116,1
52117,1
52118,1
52119,1
52120,1
52121,1
52122,0
52123,1
52124,1
52125,1
52126,0
52127,0
52128,1
52129,0
52130,0
52131,0
52132,1
52133,0
52134,1
52135,0
52136,1
52137,0
52138,0
52139,1
52140,1
52141,0
52142,0
52143,0
52144,0
52145,0
52146,0
52147,1
52148,0
52149,1
52150,0
52151,1
52152,1
52153,1
52154,0
52155,1
52156,0
52157,0
52158,0
52159,1
52160,0
52161,0
52162,0
52163,0
52164,1
52165,0
52166,1
52167,1
52168,1
52169,0
52170,0
52171,1
52172,1
52173,1
52174,0
52175,0
52176,1
52177,0
52178,0
52179,1
52180,0
52181,0
52182,1
52183,0
52184,0
52185,1
52186,0
52187,0
52188,0
52189,1
52190,1
52191,1
52192,1
52193,1
52194,1
52195,1
52196,0
52197,0
52198,1
52199,1
52200,1
52201,0
52202,1
52203,1
52204,0
52205,0
52206,0
52207,1
52208,1
52209,0
52210,0
52211,0
52212,0
52213,1
52214,1
52215,0
52216,1
52217,0
52218,0
52219,0
52220,0
52221,1
52222,1
52223,0
52224,1
52225,1
52226,0
52227,1
52228,1
52229,1
52230,0
52231,0
52232,0
52233,1
52234,0
52235,1
52236,0
52237,1
52238,0
52239,1
52240,0
52241,1
52242,1
52243,0
52244,0
52245,1
52246,0
52247,0
52248,1
52249,0
52250,0
52251,1
52252,1
52253,0
52254,0
52255,0
52256,1
52257,0
52258,1
52259,0
52260,0
52261,0
52262,1
52263,0
52264,0
52265,1
52266,1
52267,0
52268,1
52269,1
52270,0
52271,1
52272,0
52273,0
52274,0
52275,0
52276,0
52277,0
52278,0
52279,0
52280,0
52281,1
52282,1
52283,1
52284,1
52285,0
52286,0
52287,1
52288,0
52289,1
52290,0
52291,0
52292,1
52293,1
52294,0
52295,0
52296,1
52297,0
52298,1
52299,0
52300,0
52301,1
52302,0
52303,0
52304,0
52305,1
52306,0
52307,1
52308,0
52309,0
52310,1
52311,0
52312,1
52313,1
52314,0
52315,1
52316,1
52317,1
52318,0
52319,0
52320,0
52321,1
52322,1
52323,0
52324,0
52325,1
52326,0
52327,1
52328,0
52329,1
52330,1
52331,1
52332,1
52333,0
52334,0
52335,1
52336,0
52337,0
52338,1
52339,1
52340,0
52341,1
52342,0
52343,1
52344,0
52345,0
52346,0
52347,1
52348,1
52349,1
52350,1
52351,0
52352,1
52353,1
52354,0
52355,0
52356,1
52357,1
52358,1
52359,0
52360,0
52361,0
52362,1
52363,0
52364,1
52365,0
52366,1
52367,0
52368,0
52369,0
52370,0
52371,0
52372,0
52373,0
52374,0
52375,1
52376,1
52377,0
52378,1
52379,0
52380,0
52381,1
52382,0
52383,0
52384,0
52385,0
52386,0
52387,1
52388,1
52389,0
52390,1
52391,0
52392,0
52393,0
52394,0
52395,0
52396,0
52397,1
52398,1
52399,1
52400,0
52401,0
52402,0
52403,0
52404,1
52405,0
52406,1
52407,1
52408,0
52409,1
52410,0
52411,1
52412,0
52413,1
52414,0
52415,0
52416,1
52417,0
52418,1
52419,1
52420,1
52421,1
52422,1
52423,0
52424,0
52425,0
52426,1
52427,0
52428,0
52429,1
52430,0
52431,0
52432,1
52433,1
52434,0
52435,0
52436,0
52437,1
52438,0
52439,1
52440,0
52441,1
52442,0
52443,0
52444,0
52445,0
52446,1
52447,0
52448,1
52449,1
52450,1
52451,0
52452,1
52453,1
52454,0
52455,0
52456,1
52457,0
52458,1
52459,1
52460,1
52461,0
52462,1
52463,1
52464,0
52465,1
52466,0
52467,0
52468,1
52469,0
52470,1
52471,1
52472,0
52473,1
52474,0
52475,1
52476,1
52477,0
52478,0
52479,0
52480,0
52481,1
52482,0
52483,1
52484,0
52485,1
52486,1
52487,0
52488,1
52489,0
52490,0
52491,1
52492,1
52493,0
52494,1
52495,1
52496,1
52497,0
52498,1
52499,0
52500,0
52501,0
52502,1
52503,1
52504,1
52505,0
52506,0
52507,1
52508,1
52509,1
52510,1
52511,1
52512,1
52513,0
52514,1
52515,0
52516,1
52517,1
52518,0
52519,1
52520,1
52521,0
52522,0
52523,1
52524,0
52525,1
52526,1
52527,1
52528,1
52529,1
52530,0
52531,0
52532,1
52533,1
52534,1
52535,0
52536,0
52537,1
52538,1
52539,1
52540,1
52541,0
52542,0
52543,1
52544,0
52545,1
52546,0
52547,0
52548,1
52549,0
52550,0
52551,1
52552,1
52553,1
52554,1
52555,0
52556,1
52557,0
52558,1
52559,1
52560,1
52561,1
52562,0
52563,1
52564,0
52565,0
52566,1
52567,1
52568,0
52569,1
52570,0
52571,1
52572,1
52573,1
52574,0
52575,1
52576,0
52577,1
52578,1
52579,0
52580,1
52581,0
52582,0
52583,0
52584,1
52585,0
52586,0
52587,1
52588,1
52589,1
52590,0
52591,1
52592,0
52593,1
52594,0
52595,0
52596,1
52597,1
52598,0
52599,1
52600,1
52601,0
52602,1
52603,0
52604,0
52605,0
52606,1
52607,0
52608,0
52609,1
52610,1
52611,1
52612,0
52613,1
52614,1
52615,0
52616,0
52617,0
52618,1
52619,1
52620,0
52621,0
52622,1
52623,0
52624,0
52625,0
52626,0
52627,0
52628,1
52629,0
52630,1
52631,1
52632,1
52633,0
52634,1
52635,1
52636,0
52637,0
52638,0
52639,1
52640,1
52641,0
52642,1
52643,1
52644,0
52645,1
52646,0
52647,1
52648,1
52649,0
52650,0
52651,0
52652,1
52653,0
52654,1
52655,1
52656,0
52657,1
52658,1
52659,0
52660,1
52661,0
52662,0
52663,1
52664,1
52665,1
52666,1
52667,1
52668,0
52669,0
52670,0
52671,1
52672,0
52673,0
52674,0
52675,0
52676,1
52677,0
52678,0
52679,1
52680,1
52681,1
52682,1
52683,0
52684,0
52685,1
52686,1
52687,0
52688,0
52689,1
52690,0
52691,0
52692,0
52693,1
52694,1
52695,0
52696,0
52697,0
52698,0
52699,1
52700,0
52701,0
52702,0
52703,0
52704,1
52705,0
52706,1
52707,1
52708,0
52709,1
52710,1
52711,0
52712,1
52713,1
52714,0
52715,0
52716,1
52717,0
52718,0
52719,1
52720,0
52721,1
52722,0
52723,1
52724,1
52725,1
52726,0
52727,1
52728,1
52729,0
52730,1
52731,0
52732,1
52733,0
52734,0
52735,0
52736,1
52737,0
52738,0
52739,1
52740,1
52741,1
52742,1
52743,0
52744,0
52745,0
52746,0
52747,1
52748,0
52749,0
52750,1
52751,1
52752,1
52753,0
52754,1
52755,1
52756,1
52757,1
52758,0
52759,1
52760,0
52761,1
52762,1
52763,0
52764,1
52765,0
52766,1
52767,1
52768,0
52769,1
52770,1
52771,1
52772,0
52773,0
52774,0
52775,1
52776,0
52777,1
52778,0
52779,0
52780,0
52781,1
52782,1
52783,0
52784,0
52785,0
52786,0
52787,1
52788,0
52789,0
52790,0
52791,0
52792,0
52793,0
52794,0
52795,1
52796,0
